cust_id,education,occupation,household_size,yrs_residence,affinity_card,bulk_pack_diskettes,flat_panel_monitor,home_theater_package,bookkeeping_application,printer_supplies,y_box_games,os_doc_set_kanji,comments
Bach.,Exec.,9+,6,0,1,1,1,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                                
HS-grad,Machine,3,3,0,0,0,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                    
Bach.,Sales,1,1,0,1,1,0,1,1,1,0,I love the discounts. But I mostly end upbuying  things I do not need.,                                                                                                                                                          
Bach.,Sales,2,3,0,1,1,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
5th-6th,Crafts,3,3,0,1,1,0,0,1,1,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                      
HS-grad,Crafts,2,4,0,1,1,1,1,1,0,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                    
Bach.,Crafts,3,5,0,0,0,1,1,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                              
HS-grad,Exec.,9+,4,0,1,0,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                         
Profsc,Exec.,3,3,0,0,0,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                                  
HS-grad,Transp.,3,4,0,0,0,0,1,1,1,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                     
HS-grad,?,1,1,0,1,1,0,1,1,1,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                                 
HS-grad,Exec.,2,3,0,0,0,0,1,1,1,0,,                                                                                                                                                                                                                                
Masters,Exec.,9+,5,0,1,0,1,1,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                       
HS-grad,Other,2,5,0,0,0,1,1,1,0,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                             
HS-grad,Exec.,9+,8,0,1,1,1,1,1,0,0,Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?,                    
Bach.,Protec.,3,6,0,0,0,1,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
Bach.,Handler,1,2,0,1,1,0,1,1,1,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                    
Profsc,Prof.,3,7,1,0,0,1,1,1,0,0,,                                                                                                                                                                                                                                 
10th,Farming,9+,4,0,0,0,1,0,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                    
Bach.,Exec.,9+,5,0,1,1,1,1,1,0,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                      
Assoc-A,Exec.,3,6,1,0,0,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                       
Bach.,?,1,2,0,1,1,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                         
Assoc-A,Other,1,3,0,1,1,0,1,1,1,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                       
Bach.,Exec.,9+,4,0,0,0,1,1,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                      
9th,Transp.,3,5,0,1,1,1,0,1,0,0,The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?,            
Bach.,?,9+,1,0,0,0,0,1,1,1,1,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                        
Bach.,Sales,1,2,0,1,1,0,1,1,1,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
Bach.,Exec.,3,3,1,0,0,0,1,1,1,0,"If I forget my affinity card, can I still shop here and get the discount?",                                                                                                                                                         
Bach.,TechSup,6-8,6,0,1,0,1,1,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                      
Assoc-V,Other,2,2,0,0,0,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                      
9th,Sales,6-8,1,0,1,1,0,0,1,1,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",               
Assoc-V,Other,2,4,0,1,1,0,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
Assoc-V,Cleric.,3,5,0,1,1,1,1,1,0,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                     
Bach.,Exec.,2,5,0,1,1,1,1,1,0,0,I love the discounts. But I mostly end upbuying  things I do not need.,                                                                                                                                                          
Bach.,Exec.,3,7,0,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                           
HS-grad,Machine,6-8,2,0,1,1,0,1,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                 
5th-6th,Machine,3,3,0,1,1,0,0,1,1,0,I love the new on-line documentation.,                                                                                                                                                                                         
Bach.,Crafts,3,4,0,0,0,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                   
HS-grad,Protec.,3,3,0,0,0,0,1,1,0,0,My brother uses the affinity card a lot. I think the competitor has better prices without it.,                                                                                                                                 
Assoc-V,Cleric.,2,4,0,0,0,0,1,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                   
Bach.,Exec.,9+,5,0,1,1,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                         
5th-6th,Crafts,3,5,0,1,1,0,0,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                    
Bach.,Machine,3,4,0,0,0,1,1,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",             
Bach.,Sales,1,3,0,1,1,0,1,1,1,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                        
HS-grad,Crafts,3,3,0,1,1,0,1,1,1,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                              
Bach.,Cleric.,9+,6,0,0,0,1,1,1,0,0,Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?,                    
10th,Sales,9+,0,0,1,0,0,0,1,1,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                          
HS-grad,Crafts,2,5,0,1,1,1,1,1,0,0,My brother uses the affinity card a lot. I think the competitor has better prices without it.,                                                                                                                                  
10th,Other,9+,3,0,1,0,1,0,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                    
Bach.,Sales,1,1,0,1,1,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                          
Bach.,Exec.,3,5,1,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                           
Bach.,?,1,3,0,1,1,0,1,1,1,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                                   
HS-grad,Protec.,1,3,0,1,1,0,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
7th-8th,Handler,3,4,0,1,1,1,0,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                   
HS-grad,Cleric.,2,4,0,0,0,1,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                             
Bach.,Protec.,3,5,1,0,0,1,1,1,0,0,I run a small convenience store. Any chance that I would be eligible for larger discounts if I purchase a large quantity of items (bulk purchase)?,                                                                              
Profsc,Prof.,3,7,1,1,1,1,1,1,0,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                  
Bach.,?,1,1,0,1,1,0,1,1,1,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                         
10th,Machine,2,5,0,1,0,1,0,1,0,0,I love the discounts. But I mostly end upbuying  things I do not need.,                                                                                                                                                           
HS-grad,Cleric.,1,3,0,1,1,0,1,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                
HS-grad,Sales,2,4,0,1,1,0,1,1,1,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
Bach.,?,2,9,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                             
Masters,Prof.,3,4,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                       
11th,Sales,3,3,0,0,0,0,0,1,1,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                         
HS-grad,Handler,3,5,0,1,1,0,1,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                      
HS-grad,Cleric.,9+,2,0,0,0,1,1,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                  
Assoc-V,Crafts,3,4,0,1,1,1,1,1,0,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                         
HS-grad,Crafts,3,5,0,0,0,1,1,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                    
Assoc-A,Cleric.,4-5,4,0,1,1,1,1,1,0,0,Shopping at your store is a hassle. I rarely shop there and usually forget to bring your new loyalty card and hence never get the items at the sale price.  Can a store manager look up my account on-line?,                 
HS-grad,Sales,6-8,7,0,1,1,1,1,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",           
11th,Transp.,1,4,0,1,1,1,0,1,0,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",              
Bach.,?,1,2,0,0,0,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                         
HS-grad,Crafts,3,3,0,0,0,0,1,1,1,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                    
Assoc-V,Crafts,3,5,0,1,0,1,1,1,0,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                            
HS-grad,Cleric.,2,3,0,1,0,0,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                     
Bach.,Crafts,2,4,0,0,0,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                     
HS-grad,Machine,3,4,0,1,1,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Bach.,Sales,3,6,0,0,0,0,1,1,0,0,I love the discounts. But I mostly end upbuying  things I do not need.,                                                                                                                                                            
Bach.,Prof.,2,4,1,1,1,0,1,1,0,0,Can I apply my discount to a purchase I made last month? Excellent program.  Thanks,                                                                                                                                             
HS-grad,Machine,3,4,0,1,1,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                               
HS-grad,Crafts,2,4,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                      
HS-grad,Handler,1,2,0,0,0,0,1,1,1,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                      
HS-grad,Crafts,3,3,0,1,1,0,1,1,1,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                      
Assoc-V,Other,2,7,0,0,0,1,1,1,0,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                            
HS-grad,Cleric.,3,4,0,1,1,1,1,1,0,0,I purchased the new mouse pads and love them. I also purchased one for my sister and one for my brother.,                                                                                                                      
HS-grad,Cleric.,1,2,0,0,0,0,1,1,1,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                               
Bach.,Prof.,2,0,0,0,0,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                            
Bach.,Crafts,3,6,1,1,1,1,1,1,0,0,,                                                                                                                                                                                                                               
HS-grad,Machine,1,5,0,0,0,0,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                             
HS-grad,Sales,3,7,1,1,1,1,1,1,0,0,"I don't like your new Affinity Card program.  Too little, too late.  I am very happy with your competitor's stores.",                                                                                                             
Bach.,?,2,4,0,0,0,0,1,1,1,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                               
Bach.,Other,2,2,0,0,0,0,1,1,1,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                          
9th,Crafts,3,3,0,0,0,1,0,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                               
HS-grad,Crafts,2,4,0,1,1,0,1,1,1,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                   
HS-grad,Farming,1,1,0,1,1,1,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                             
Assoc-A,Farming,3,4,0,1,1,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                         
HS-grad,Other,4-5,3,1,0,0,0,1,1,0,0,Does this discount work if you live in Australia?I've moved and I would like to purchase a few items as gifts but want the discount.  Have you ever considered offering free shipping?,                                        
9th,TechSup,4-5,3,0,1,1,1,0,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                          
Bach.,Crafts,3,4,1,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                          
HS-grad,TechSup,3,3,1,1,1,1,1,1,0,0,Thank you! But I am very unhappy with all the junk mail you keep sending.,                                                                                                                                                     
Bach.,Handler,3,5,0,0,0,1,1,1,0,0,"I used to shop at your store, but have stopped now. I tried to return some electronic items and your store manager was a pain to deal with.",                                                                                   
HS-grad,Crafts,6-8,3,0,1,1,0,1,1,1,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                      
Bach.,Prof.,2,4,0,0,0,1,1,1,0,0,I shop your store a lot.  I love your weekly specials.,                                                                                                                                                                          
Bach.,Sales,1,4,1,1,1,1,1,1,0,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                               
7th-8th,Machine,2,5,0,0,0,1,0,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                  
Bach.,Transp.,3,5,0,1,1,0,1,1,1,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                          
HS-grad,Sales,3,6,1,0,0,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                    
HS-grad,Transp.,9+,5,0,1,1,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                              
Bach.,TechSup,2,3,0,0,0,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                          
Masters,Sales,3,10,1,0,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?",                                                                                                                                                      
Profsc,Sales,4-5,4,0,1,1,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                   
HS-grad,Crafts,3,3,0,1,0,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                     
HS-grad,Transp.,3,6,1,0,0,1,1,1,0,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                          
Bach.,Handler,2,2,0,0,0,0,1,1,1,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Bach.,Other,9+,1,0,0,0,0,1,1,1,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",            
Bach.,Sales,3,4,1,0,0,1,1,1,0,0,Why didn't you start a program like this before? Everyone else has been offering discounts like this for years.,                                                                                                                 
Assoc-V,Sales,2,4,0,0,0,0,1,1,1,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                             
HS-grad,Exec.,1,5,0,1,1,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                      
Profsc,Prof.,3,11,1,1,0,1,1,1,0,0,"I don't like your new Affinity Card program.  Too little, too late.  I am very happy with your competitor's stores.",                                                                                                             
Bach.,Cleric.,9+,4,0,1,1,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                       
Bach.,Prof.,2,2,0,1,1,0,1,1,1,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                              
Assoc-A,Exec.,2,8,0,1,1,1,1,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                           
Assoc-V,Cleric.,4-5,4,0,0,0,0,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                  
10th,Machine,3,3,0,1,1,0,0,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                     
Bach.,Prof.,2,6,0,0,0,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                               
7th-8th,House-s,9+,2,0,1,1,1,0,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                              
Bach.,Sales,2,6,0,1,1,1,1,1,0,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                          
HS-grad,Crafts,3,3,0,0,0,1,1,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                              
Masters,Prof.,3,6,1,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                         
11th,?,3,7,0,1,1,1,0,1,0,0,"It is a good way to attract new shoppers. After shopping at your store for more than a month, I am ready to move on though. Not enough variety",                                                                                         
Bach.,Prof.,9+,4,0,1,1,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                                  
Bach.,TechSup,3,8,1,1,1,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                    
HS-grad,Crafts,3,5,0,1,1,0,1,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                              
Bach.,?,4-5,7,0,1,1,1,1,1,0,0,I purchased a new computer from your store recently and then received the new discount membership card.  Could I speak with a store manager about getting discounts for my past purchases?,                                        
Bach.,Crafts,2,7,0,1,1,1,1,1,0,0,Can I use my Affinity card to buy bulk purchases and ship them to my mother in Arizona?,                                                                                                                                          
Profsc,Prof.,2,4,1,1,1,1,1,1,0,0,"Even with the new 10% card, your prices are still too expensive. I am tired of your gimmicks.",                                                                                                                                    
9th,Machine,3,4,1,0,0,1,0,1,0,0,I love it. Will never shop at other shops again!,                                                                                                                                                                                  
Bach.,Sales,3,4,0,0,0,0,1,1,0,0,I love shopping with my Affinity Card! Thank you. I used it to purchase a new flat panel monitor. It is amazing. Thank you again!,                                                                                               
HS-grad,Other,2,2,0,1,1,0,1,1,1,0,Affinity card is great. I think it is a hassle to have to remember to bring it in every time though.,                                                                                                                            
7th-8th,Machine,3,6,0,1,1,1,0,1,0,0,I love the new on-line documentation.,                                                                                                                                                                                         
Bach.,Crafts,3,5,0,1,1,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                       
Bach.,TechSup,1,3,0,0,0,0,1,1,1,0,Don't send me any more promotions.  I get too much lousy junk mail already,                                                                                                                                                      
HS-grad,Cleric.,3,5,0,0,0,1,1,1,0,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                             
Bach.,Prof.,6-8,3,1,1,1,0,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                    
Bach.,Prof.,2,5,0,1,1,1,1,1,0,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                         
Bach.,Crafts,3,5,1,0,0,0,1,1,0,0,I love it. Will never shop at other shops again!,                                                                                                                                                                               
HS-grad,Cleric.,4-5,4,1,0,0,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                
HS-grad,Crafts,9+,3,0,0,0,0,1,1,1,0,,                                                                                                                                                                                                                              
HS-grad,Crafts,2,4,0,1,1,1,1,1,0,0,The new affinity card is great. Thank you. I do  have to say that it is a hassle to remember to bring it  with me when I shop as I only shop at your store  for sale items. Could you keep my record in your computer?,         
Bach.,Exec.,2,5,1,1,0,1,1,1,0,0,My sister told me about your store and I was impressed. Now I use it for all my shopping here.,                                                                                                                                  
Bach.,Sales,2,3,0,1,1,0,1,1,1,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                       
PhD,Crafts,3,6,0,1,0,1,1,1,0,0,"Thanks but even with your discounts, your products are too expensive. Sorry.",                                                                                                                                                       
11th,Sales,1,1,0,0,0,0,0,1,1,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                        
HS-grad,Exec.,2,3,0,1,1,0,1,1,1,0,"A lousy idea.  I threw your card away. If you want to know what I buy, I'll shop elsewhere.",                                                                                                                                     
Bach.,Sales,6-8,1,0,1,0,0,1,1,1,0,I am unhappy with the service at your store. Do not consider me a loyal customer just because I use your Affinity Card,                                                                                                        
HS-grad,Crafts,3,5,0,0,0,1,1,1,0,0,Affinity card is a great idea. But your store is still too expensive. I am tired of your lousy junk mail.,                                                                                                                      
HS-grad,Transp.,3,7,1,1,0,1,1,1,0,0,"If I forget my affinity card, can I still shop here and get the discount?",                                                                                                                                                     
Bach.,Exec.,3,7,1,0,0,1,1,1,0,0,I am not going to waste my time filling up this three page form. Lousy idea.,                                                                                                                                                      
Assoc-A,TechSup,3,3,1,1,1,0,1,1,0,0,I love it. Will never shop at other shops again!,                                                                                                                                                                              
Bach.,Cleric.,1,2,0,1,1,0,1,1,1,0,I just purchased a computer from your store last month.  Why didn't you offer this discount then?,                                                                                                                             
Bach.,Cleric.,1,2,0,0,0,0,1,1,1,0,"A great program but I have to complain just a bit. Why do you need to know how many children I have, where I shop, etc.?  Give us a discount for shopping at your store, but don't ask too many personal questions.",             
HS-grad,Other,6-8,5,0,1,1,1,1,1,0,0,"Affinity card makese sense only for bulk purchases. For all others, driving so far is not worth the discount. Either offer free shipping or build a store close by.",                                                           
Profsc,Prof.,3,5,1,1,1,1,1,1,0,0,,                                                                                                                                                                                                                                 
HS-grad,Machine,9+,6,0,0,0,1,1,1,0,0,"The more times that I shop at your store, the more times I am impressed.  Don't change anything",                                                                                                                              
Profsc,Prof.,3,6,0,1,1,0,1,1,1,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                      
11th,Farming,1,0,0,1,1,0,0,1,1,0,Thanks a lot for my new affinity card. I love the discounts and have since started shopping at your store for everything.,                                                                                                        
Bach.,Sales,2,5,0,1,1,1,1,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                       
HS-grad,Crafts,3,6,0,0,0,1,1,1,0,0,"Dear store manager, please do not send me any more Affinity cards. I do not shop at your store very often and I feel that your new card imposes an invasion on my privacy.",                                                     
9th,Crafts,3,3,0,0,0,0,0,1,1,0,Great program.  Love the discount. Signed happy customer.,                                                                                                                                                                          
Bach.,Sales,9+,4,0,1,1,1,1,1,0,0,How much would it cost to upgrade my computer to the latest model you advertised this week?,                                                                                                                                    
7th-8th,Other,2,6,0,0,0,1,0,1,0,0,"I purchased a new computer recently, but the manuals weren't included.  Could you ship them to me directly?",                                                                                                                     
Bach.,Exec.,2,0,0,1,1,1,1,1,0,0,"Thank you, But please remove my name from your list.",                                                                                                                                                                            
HS-grad,Cleric.,1,3,0,0,0,0,1,1,1,0,Forget it. I 'm not giving you all my personal information.  I wish you'd give up and respect a customer's privacy.,                                                                                                           
